hold time	mean	meanerror	RMS
0	1085.78	0.0207435	4.63838
1	1097.07	0.0346883	7.75654
2	1108.13	0.0211911	4.73847
3	1118.08	0.0713209	15.9478
4	1126.91	0.147578	32.9994
5	1137.19	0.0551386	12.3294
6	1145.58	0.0364459	8.14956
7	1153.14	0.012752	2.85143
8	1159.07	0.0132395	2.96044
9	1164.49	0.0223536	4.99842
10	1168.56	0.041783	9.34295
11	1173.21	0.014422	3.22486
12	1177.1	0.0222466	4.97449
13	1179.84	0.0125892	2.81503
14	1181.08	0.0127807	2.85785
