id	FEB_ID	cat_ID	CH	a0	a00	a1	a2	a3	a4	a5	b	ChiSq
3632	61	1	47	0.0	5.468490506291516	51.99373623154432	239.4359347506636	0.2019893334272492	1.392026677244102	0.5301151556662359	2.0	52.0325597738499
